,CryoSleep,VIP,Transported,Children,HomePlanetCode,DestinationCode,VIP*Europa,VIP*Earth,FareBand,DeckCode
1610,False,False,False,0,2,0,0,0,1,5
1611,False,False,False,0,2,0,0,0,1,4
1612,True,False,True,0,2,0,0,0,0,5
1613,False,False,False,0,2,0,0,0,1,3
1614,False,False,False,0,2,0,0,0,1,5
1615,True,False,True,0,1,0,0,0,0,6
1616,False,False,False,0,1,0,0,0,1,5
1617,False,False,False,0,2,0,0,0,1,5
1618,False,False,False,0,2,0,0,0,1,5
1619,False,False,False,0,1,0,0,0,1,6
1620,False,False,False,0,1,0,0,0,0,6
1621,True,False,False,0,1,0,0,0,0,6
1622,False,False,True,0,1,0,0,0,1,4
1623,False,False,False,0,1,0,0,0,1,4
1624,True,False,True,0,1,0,0,0,0,5
1625,True,False,False,0,1,0,0,0,0,6
1626,False,False,False,0,1,0,0,0,1,5
1627,False,False,False,0,1,0,0,0,1,4
1628,False,False,True,0,0,1,0,0,1,0
1629,False,False,False,0,1,0,0,0,1,5
1630,True,False,True,0,2,0,0,0,0,5
1631,False,False,False,0,2,1,0,0,1,3
1632,False,False,False,0,1,0,0,0,1,6
1633,False,False,True,0,1,0,0,0,1,5
1634,False,False,True,0,1,1,0,0,1,4
1635,True,False,True,0,1,0,0,0,0,6
1636,False,False,True,0,1,1,0,0,1,6
1637,False,False,False,0,1,0,0,0,1,5
1638,True,False,True,0,1,0,0,0,0,6
1639,True,False,False,0,1,0,0,0,0,6
1640,False,False,False,0,1,0,0,0,0,4
1641,True,False,True,0,1,1,0,0,0,6
1642,True,False,True,0,1,0,0,0,0,6
1643,False,False,False,0,1,0,0,0,1,6
1644,False,True,False,0,2,0,0,0,1,3
1645,False,False,False,0,0,0,0,0,2,4
1646,True,False,True,0,2,0,0,0,0,5
1647,False,False,True,0,1,1,0,0,0,6
1648,False,False,False,0,1,0,0,0,1,6
1649,False,False,False,1,1,0,0,0,0,6
1650,False,False,True,1,1,0,0,0,0,6
1651,True,False,False,0,1,0,0,0,0,6
1652,False,False,True,0,1,1,0,0,1,5
1653,True,False,True,0,1,0,0,0,0,6
1654,True,False,False,0,1,0,0,0,0,6
1655,False,False,False,0,1,0,0,0,1,5
1656,False,False,False,0,1,0,0,0,1,6
1657,False,False,False,0,1,0,0,0,1,5
1658,False,False,False,0,1,1,0,0,0,5
1659,False,False,True,0,1,0,0,0,1,4
1660,False,False,False,0,1,0,0,0,0,6
1661,False,False,True,0,0,0,0,0,1,4
1662,True,False,True,0,2,0,0,0,0,5
1663,False,False,False,0,2,0,0,0,0,4
1664,False,False,False,0,1,1,0,0,1,5
1665,True,False,True,0,0,1,0,0,0,2
1666,False,False,True,0,0,0,0,0,2,2
1667,False,False,True,0,0,0,0,0,2,2
1668,True,False,True,0,0,0,0,0,0,2
1669,False,False,False,0,1,0,0,0,1,6
1670,True,False,True,0,2,0,0,0,0,5
1671,True,False,True,0,0,1,0,0,0,1
1672,False,False,True,0,1,0,0,0,1,6
1673,False,False,False,0,2,0,0,0,1,5
1674,True,False,True,0,2,0,0,0,0,4
1675,False,False,True,0,1,0,0,0,1,6
1676,False,False,False,0,1,0,0,0,1,6
1677,True,False,False,0,1,0,0,0,0,6
1678,False,False,True,0,1,1,0,0,1,5
1679,False,False,True,0,0,1,0,0,2,2
1680,True,False,False,0,1,0,0,0,0,5
1681,False,False,False,0,1,0,0,0,1,5
1682,False,False,False,0,1,1,0,0,0,6
1683,True,False,False,0,1,0,0,0,0,6
1684,True,False,False,0,2,1,0,0,0,4
1685,False,False,False,0,1,0,0,0,1,5
1686,False,False,False,0,2,0,0,0,1,5
1687,True,False,True,0,0,0,0,0,0,2
1688,True,False,True,0,0,1,0,0,0,1
1689,False,False,False,0,1,0,0,0,1,4
1690,False,False,False,0,1,0,0,0,1,6
1691,False,False,True,0,1,1,0,0,0,6
1692,True,False,False,0,1,1,0,0,0,6
1693,True,False,False,1,1,0,0,0,0,6
1694,False,False,True,1,1,0,0,0,0,6
1695,True,False,True,1,1,0,0,0,0,6
1696,False,False,False,0,1,0,0,0,1,4
1697,False,False,False,0,1,1,0,0,1,5
1698,True,False,True,0,2,0,0,0,0,5
1699,True,False,True,0,1,0,0,0,0,6
1700,False,False,False,0,2,0,0,0,0,4
1701,False,False,False,0,0,1,0,0,2,1
1702,False,False,False,0,1,0,0,0,1,5
1703,False,False,False,0,2,0,0,0,2,5
1704,True,False,True,0,1,0,0,0,0,6
1705,False,False,False,0,1,0,0,0,1,5
1706,False,False,True,0,1,0,0,0,1,5
1707,False,False,False,0,1,1,0,0,1,5
1708,False,True,True,0,0,0,1,0,1,2
1709,False,False,True,0,0,0,0,0,1,2
1710,False,False,False,0,1,0,0,0,0,5
1711,True,False,True,0,1,0,0,0,0,6
1712,False,False,False,0,1,0,0,0,0,6
1713,False,False,True,0,1,0,0,0,1,6
1714,False,False,True,0,1,0,0,0,1,5
1715,False,False,False,0,1,1,0,0,1,5
1716,False,False,False,0,1,1,0,0,0,5
1717,False,False,True,0,1,0,0,0,1,5
1718,False,False,True,0,0,1,0,0,1,3
1719,False,False,True,0,0,0,0,0,2,3
1720,False,False,True,0,0,0,0,0,2,3
1721,False,True,True,0,0,0,1,0,2,3
1722,True,False,True,0,0,1,0,0,0,3
1723,False,False,False,0,0,0,0,0,1,3
1724,True,False,False,0,1,0,0,0,0,6
1725,False,False,False,0,0,1,0,0,2,2
1726,False,False,True,0,2,0,0,0,1,5
1727,False,False,True,0,1,0,0,0,1,5
1728,False,False,False,0,1,0,0,0,1,5
1729,False,False,False,0,0,0,0,0,1,4
1730,False,False,False,0,1,0,0,0,1,5
1731,True,False,True,1,1,0,0,0,0,6
1732,True,False,True,1,1,0,0,0,0,6
1733,False,False,False,0,1,0,0,0,1,5
1734,False,False,False,0,1,0,0,0,0,6
1735,False,False,False,0,1,0,0,0,1,6
1736,False,False,False,0,1,0,0,0,1,5
1737,False,False,False,0,1,0,0,0,0,5
1738,False,False,False,0,1,1,0,0,1,5
1739,True,False,True,0,1,0,0,0,0,6
1740,False,False,True,0,0,1,0,0,2,0
1741,True,False,True,1,1,0,0,0,0,6
1742,False,False,False,0,1,0,0,0,1,4
1743,False,False,True,0,1,0,0,0,1,5
1744,False,False,False,0,2,1,0,0,1,3
1745,True,False,True,0,2,0,0,0,0,5
1746,False,True,False,0,0,0,1,0,1,0
1747,False,False,False,0,0,1,0,0,2,0
1748,True,False,True,0,2,0,0,0,0,5
1749,False,False,False,0,2,0,0,0,1,5
1750,False,False,True,0,1,1,0,0,1,5
1751,False,False,False,0,2,0,0,0,1,3
1752,True,False,False,1,1,0,0,0,0,6
1753,False,False,False,1,1,0,0,0,0,6
1754,False,False,True,0,1,0,0,0,0,6
1755,False,False,False,0,1,0,0,0,0,6
1756,False,False,False,0,1,0,0,0,1,6
1757,False,False,False,0,1,0,0,0,0,6
1758,False,False,False,0,1,0,0,0,1,5
1759,True,False,True,0,2,0,0,0,0,5
1760,False,False,True,0,0,0,0,0,1,2
1761,True,False,False,0,2,0,0,0,0,4
1762,True,False,True,0,1,0,0,0,0,6
1763,True,False,False,1,1,0,0,0,0,6
1764,False,False,False,0,1,0,0,0,1,5
1765,False,False,False,0,1,0,0,0,1,6
1766,False,False,False,0,1,0,0,0,1,5
1767,False,False,False,0,0,0,0,0,1,3
1768,False,False,False,0,1,1,0,0,0,5
1769,False,False,True,0,1,0,0,0,1,5
1770,False,False,True,0,0,1,0,0,2,2
1771,True,False,True,0,0,1,0,0,0,5
1772,True,False,False,0,2,0,0,0,0,4
1773,False,False,False,0,1,0,0,0,1,4
1774,False,False,False,0,1,0,0,0,1,6
1775,False,False,True,0,1,0,0,0,1,5
1776,False,False,False,0,1,0,0,0,1,5
1777,True,False,False,0,1,0,0,0,0,6
1778,True,False,False,0,1,1,0,0,0,6
1779,True,False,False,0,2,0,0,0,0,4
1780,False,False,True,0,0,0,0,0,1,3
1781,False,False,True,0,0,0,0,0,1,5
1782,False,False,False,0,0,1,0,0,2,3
1783,False,False,True,0,0,1,0,0,2,2
1784,False,False,True,0,0,0,0,0,1,2
1785,True,False,False,0,1,1,0,0,0,6
1786,False,False,False,0,1,0,0,0,0,6
1787,True,False,True,0,0,1,0,0,0,0
1788,True,False,True,0,0,1,0,0,0,0
1789,False,False,False,0,1,0,0,0,1,6
1790,True,False,False,0,1,0,0,0,0,6
1791,False,False,False,0,1,1,0,0,1,5
1792,True,False,False,0,1,0,0,0,0,6
1793,False,False,False,0,0,0,0,0,1,3
1794,False,False,False,0,2,0,0,0,1,4
1795,False,False,False,0,1,0,0,0,1,6
1796,False,False,False,0,1,0,0,0,1,4
1797,True,False,True,0,0,0,0,0,0,3
1798,False,False,False,0,0,1,0,0,1,3
1799,True,False,False,1,0,0,0,0,0,0
1800,True,False,True,0,0,0,0,0,0,0
1801,False,False,True,0,0,0,0,0,1,0
1802,False,False,False,0,2,0,0,0,1,4
1803,True,False,False,0,1,1,0,0,0,6
1804,False,False,True,0,0,0,0,0,2,2
1805,True,False,True,0,0,1,0,0,0,2
1806,True,False,False,0,1,0,0,0,0,6
1807,True,False,False,0,1,0,0,0,0,6
1808,False,False,False,0,2,0,0,0,1,3
1809,False,False,True,0,1,0,0,0,0,4
1810,True,False,True,0,0,1,0,0,0,2
1811,False,False,True,0,1,0,0,0,0,4
1812,True,False,False,0,1,1,0,0,0,6
1813,False,False,False,0,1,0,0,0,1,5
1814,False,False,True,0,1,0,0,0,1,5
1815,False,True,False,0,2,0,0,0,1,5
1816,False,False,False,0,2,0,0,0,1,3
1817,False,False,False,0,2,0,0,0,1,5
1818,False,False,False,0,1,0,0,0,1,5
1819,False,False,False,0,1,0,0,0,1,6
1820,False,False,False,0,1,0,0,0,1,4
1821,False,False,False,0,1,0,0,0,1,6
1822,False,False,False,0,1,0,0,0,1,5
1823,False,False,False,0,1,0,0,0,1,5
1824,False,False,False,0,1,0,0,0,1,4
1825,False,False,False,0,1,0,0,0,1,5
1826,False,False,False,0,2,0,0,0,2,3
1827,False,False,True,0,2,0,0,0,1,3
1828,True,False,False,0,1,0,0,0,0,6
1829,True,False,True,0,0,0,0,0,0,2
1830,False,False,False,0,0,0,0,0,2,2
1831,False,False,True,0,0,1,0,0,2,2
1832,True,False,True,0,1,0,0,0,0,4
1833,False,False,True,0,1,0,0,0,0,4
1834,False,False,True,0,1,0,0,0,1,6
1835,False,False,False,0,1,0,0,0,1,5
1836,False,False,False,1,1,1,0,0,0,6
1837,True,False,True,1,1,0,0,0,0,6
1838,False,False,False,0,1,0,0,0,1,5
1839,False,False,False,0,0,0,0,0,2,2
1840,True,False,True,0,1,0,0,0,0,6
1841,True,False,True,0,1,0,0,0,0,6
1842,False,False,True,0,0,1,0,0,2,2
1843,False,False,False,0,1,0,0,0,0,5
1844,True,False,True,0,0,1,0,0,0,0
1845,False,False,False,0,2,0,0,0,1,3
1846,False,False,False,0,1,0,0,0,1,6
1847,False,False,True,0,0,1,0,0,2,1
1848,False,False,True,0,0,0,0,0,2,1
1849,True,True,True,0,0,1,1,0,0,1
1850,False,False,False,0,0,0,0,0,2,1
1851,True,False,True,0,0,1,0,0,0,1
1852,True,False,True,0,0,0,0,0,0,1
1853,True,False,True,0,0,0,0,0,0,1
1854,True,False,True,0,2,0,0,0,0,5
1855,True,False,True,0,1,0,0,0,0,6
1856,False,False,False,0,1,0,0,0,1,5
1857,True,False,True,1,1,0,0,0,0,6
1858,False,False,False,0,1,0,0,0,1,6
1859,True,False,True,0,1,0,0,0,0,6
1860,False,False,False,0,1,0,0,0,1,4
1861,False,False,False,0,1,0,0,0,1,6
1862,False,False,True,0,0,1,0,0,1,5
1863,True,False,True,0,2,1,0,0,0,5
1864,True,False,False,0,1,0,0,0,0,6
1865,False,False,False,0,1,1,0,0,0,5
1866,False,False,True,0,1,0,0,0,0,4
1867,True,False,True,0,2,0,0,0,0,5
1868,False,False,False,0,1,0,0,0,1,5
1869,False,False,True,0,1,0,0,0,1,4
1870,False,False,False,0,1,0,0,0,0,6
1871,False,False,False,0,1,0,0,0,1,5
1872,False,False,True,0,1,0,0,0,1,6
1873,False,False,False,0,1,0,0,0,1,5
1874,False,False,True,0,0,1,0,0,1,2
1875,False,False,False,0,1,0,0,0,1,5
1876,False,False,False,0,1,0,0,0,1,6
1877,False,False,False,0,1,0,0,0,1,5
1878,False,False,False,1,1,0,0,0,0,6
1879,True,False,False,1,1,0,0,0,0,6
1880,False,False,True,0,0,1,0,0,2,0
1881,False,False,False,0,0,0,0,0,0,1
1882,True,False,True,0,0,0,0,0,0,1
1883,True,False,True,0,0,1,0,0,0,1
1884,True,False,True,0,1,0,0,0,0,6
1885,True,False,False,0,1,0,0,0,0,6
1886,False,True,False,0,0,1,1,0,2,1
1887,False,False,False,0,1,0,0,0,1,5
1888,False,False,True,0,1,0,0,0,1,5
1889,False,False,True,0,0,1,0,0,2,1
1890,False,False,False,0,0,1,0,0,2,1
1891,False,False,False,0,1,0,0,0,1,5
1892,False,False,True,1,1,0,0,0,0,6
1893,False,False,True,0,1,1,0,0,1,4
1894,True,False,True,0,1,0,0,0,0,6
1895,True,False,True,0,1,0,0,0,0,6
1896,False,False,False,0,1,0,0,0,1,6
1897,False,False,True,0,1,1,0,0,1,5
1898,False,False,False,0,1,0,0,0,0,5
1899,False,False,False,0,1,1,0,0,1,5
1900,True,False,True,0,2,0,0,0,0,5
1901,False,False,False,0,1,0,0,0,1,5
1902,False,False,False,0,1,0,0,0,0,5
1903,True,False,True,0,0,0,0,0,0,1
1904,True,False,True,0,0,0,0,0,0,1
1905,True,False,True,0,1,0,0,0,0,6
1906,False,False,False,0,1,0,0,0,1,5
1907,True,False,True,0,2,0,0,0,0,5
1908,False,False,True,0,1,0,0,0,0,5
1909,True,False,True,0,1,1,0,0,0,6
1910,True,False,False,0,1,1,0,0,0,6
1911,False,False,True,0,1,0,0,0,1,4
1912,False,False,True,0,2,0,0,0,1,4
1913,False,False,False,0,0,1,0,0,2,2
1914,False,False,False,0,0,1,0,0,1,2
1915,False,False,False,0,1,0,0,0,0,6
1916,False,False,True,0,1,0,0,0,0,6
1917,True,False,True,0,1,0,0,0,0,6
1918,False,False,True,0,1,0,0,0,0,6
1919,True,False,True,1,1,0,0,0,0,6
1920,True,False,False,0,1,0,0,0,0,6
1921,True,False,False,0,1,0,0,0,0,6
1922,False,False,False,0,1,0,0,0,1,5
1923,False,False,False,0,1,0,0,0,1,5
1924,True,False,True,0,1,0,0,0,0,6
1925,False,False,True,0,1,0,0,0,1,6
1926,False,False,False,0,1,1,0,0,1,6
1927,False,False,True,0,0,0,0,0,2,3
1928,False,False,False,0,2,0,0,0,1,5
1929,True,False,False,0,1,0,0,0,0,6
1930,False,False,False,0,1,0,0,0,1,5
1931,True,False,True,0,1,0,0,0,0,6
1932,True,False,True,0,0,0,0,0,0,2
1933,False,True,False,0,0,0,1,0,1,2
1934,False,False,True,0,1,0,0,0,1,4
1935,False,False,False,0,0,1,0,0,2,2
1936,False,False,True,0,0,1,0,0,1,2
1937,False,False,False,0,1,0,0,0,0,5
1938,False,False,False,0,0,0,0,0,2,3
1939,False,False,True,0,0,0,0,0,2,3
1940,False,False,False,0,1,1,0,0,0,5
1941,False,False,False,0,1,0,0,0,1,6
1942,False,False,True,0,1,0,0,0,1,5
1943,False,False,False,0,1,0,0,0,1,6
1944,False,False,False,0,1,0,0,0,0,5
1945,False,False,False,0,0,0,0,0,2,0
1946,True,False,True,0,0,0,0,0,0,0
1947,False,False,False,0,0,0,0,0,2,2
1948,False,False,True,0,0,0,0,0,2,0
1949,False,False,True,0,0,0,0,0,1,0
1950,False,False,True,0,1,0,0,0,1,5
1951,False,False,False,0,1,1,0,0,1,5
1952,False,False,True,0,1,0,0,0,1,6
1953,False,False,False,0,1,0,0,0,0,5
1954,False,False,True,0,1,0,0,0,1,5
1955,False,False,False,0,1,0,0,0,0,5
1956,False,False,True,0,2,0,0,0,1,3
1957,False,False,False,0,2,0,0,0,1,4
1958,False,False,False,0,2,0,0,0,2,5
1959,False,False,False,0,2,0,0,0,1,5
1960,False,False,False,0,2,0,0,0,1,3
1961,True,False,True,0,2,0,0,0,0,5
1962,False,False,False,0,1,0,0,0,1,5
1963,False,False,False,0,2,0,0,0,1,5
1964,False,False,False,0,2,0,0,0,1,5
1965,True,False,True,0,0,1,0,0,0,1
1966,False,False,True,0,2,0,0,0,1,3
1967,False,False,True,0,1,0,0,0,1,5
1968,False,False,False,0,0,0,0,0,2,2
1969,False,False,False,0,1,0,0,0,1,5
1970,False,False,False,0,1,0,0,0,0,5
1971,True,False,False,0,1,1,0,0,0,6
1972,False,False,False,0,1,1,0,0,2,6
1973,False,False,False,0,1,0,0,0,1,6
1974,True,False,False,0,1,0,0,0,0,6
1975,False,False,False,0,2,0,0,0,1,5
1976,False,False,False,0,2,0,0,0,1,5
1977,True,False,True,0,0,1,0,0,0,1
1978,True,False,True,0,0,0,0,0,0,3
1979,True,False,False,0,1,0,0,0,0,6
1980,False,False,False,0,0,0,0,0,2,5
1981,True,False,False,0,1,0,0,0,0,6
1982,False,False,True,0,2,0,0,0,1,3
1983,True,False,False,0,1,0,0,0,0,6
1984,True,False,False,0,1,0,0,0,0,6
1985,True,False,True,0,1,0,0,0,0,6
1986,False,False,False,0,1,1,0,0,1,6
1987,False,False,False,0,1,0,0,0,1,6
1988,False,False,False,0,1,0,0,0,1,5
1989,False,False,True,0,1,0,0,0,1,5
1990,False,False,False,0,1,0,0,0,1,6
1991,False,False,False,0,1,0,0,0,1,5
1992,False,False,False,0,1,0,0,0,0,5
1993,False,False,False,0,1,0,0,0,1,4
1994,False,False,False,0,2,0,0,0,1,3
1995,True,False,True,0,2,0,0,0,0,5
1996,False,False,False,0,2,0,0,0,1,5
1997,False,False,False,0,1,0,0,0,1,4
1998,False,False,False,0,1,0,0,0,1,4
1999,False,False,False,0,1,0,0,0,1,6
2000,True,False,True,0,2,0,0,0,0,5
2001,False,False,True,1,2,1,0,0,0,5
2002,False,False,True,1,2,1,0,0,0,5
2003,True,False,True,0,1,1,0,0,0,6
2004,True,False,True,0,2,0,0,0,0,5
2005,False,False,True,0,1,0,0,0,0,5
2006,False,False,True,0,1,1,0,0,1,4
2007,True,False,True,0,2,0,0,0,0,5
2008,False,False,False,0,1,0,0,0,1,5
2009,True,False,False,0,1,0,0,0,0,6
2010,True,False,False,0,1,0,0,0,0,5
2011,False,False,False,0,1,0,0,0,1,5
2012,False,False,True,0,2,0,0,0,1,4
2013,False,False,False,0,1,0,0,0,1,5
2014,True,False,True,0,0,0,0,0,0,1
2015,True,False,False,0,1,0,0,0,0,6
2016,False,False,False,0,1,0,0,0,1,5
2017,True,False,False,0,1,0,0,0,0,6
2018,False,False,False,0,1,0,0,0,0,6
2019,False,False,False,0,1,0,0,0,1,5
2020,False,False,True,0,1,0,0,0,1,5
2021,False,False,True,0,1,0,0,0,1,5
2022,True,False,True,0,2,0,0,0,0,5
2023,True,False,True,0,2,0,0,0,0,5
2024,False,False,True,1,2,0,0,0,0,5
2025,False,False,False,0,1,0,0,0,1,6
2026,True,False,True,0,0,0,0,0,0,1
2027,False,False,False,0,1,0,0,0,1,5
2028,True,False,True,0,2,0,0,0,0,5
2029,False,False,False,0,2,0,0,0,1,5
2030,False,False,False,0,1,0,0,0,1,5
2031,False,False,False,0,1,0,0,0,2,6
2032,False,False,True,0,1,0,0,0,1,6
2033,True,False,True,0,1,0,0,0,0,6
2034,True,False,True,0,1,1,0,0,0,6
2035,True,False,True,0,2,0,0,0,0,5
2036,False,False,False,0,0,0,0,0,2,2
2037,False,False,False,0,1,1,0,0,0,5
2038,False,False,False,0,0,0,0,0,2,1
2039,False,False,False,0,2,0,0,0,1,5
2040,False,False,False,0,2,0,0,0,1,5
2041,True,False,False,0,1,0,0,0,0,6
2042,False,False,False,0,1,0,0,0,1,5
2043,False,False,False,0,1,1,0,0,0,5
2044,False,False,False,0,1,0,0,0,0,6
2045,False,False,False,0,1,0,0,0,1,5
2046,True,False,True,0,2,0,0,0,0,5
2047,False,False,False,0,1,0,0,0,0,5
2048,True,False,False,0,1,0,0,0,0,6
2049,False,False,True,0,1,0,0,0,1,5
2050,False,False,False,0,0,0,0,0,2,1
2051,False,False,True,0,0,1,0,0,2,1
2052,True,False,True,0,0,0,0,0,0,1
2053,False,False,False,0,0,1,0,0,2,1
2054,False,False,True,0,1,1,0,0,1,4
2055,False,False,False,0,2,0,0,0,1,5
2056,False,False,True,0,0,1,0,0,1,3
2057,False,False,False,0,2,0,0,0,1,5
2058,False,False,False,0,2,0,0,0,1,3
2059,True,False,True,0,0,1,0,0,0,1
2060,False,False,False,0,1,0,0,0,1,4
2061,False,False,False,0,1,0,0,0,1,5
2062,False,False,False,0,1,0,0,0,1,6
2063,False,False,False,0,1,0,0,0,1,5
2064,True,False,False,0,1,0,0,0,0,6
2065,False,False,True,0,1,0,0,0,1,5
2066,False,False,False,0,1,0,0,0,1,5
2067,False,True,True,0,0,1,1,0,2,0
2068,False,False,True,0,0,0,0,0,1,0
2069,True,False,True,0,0,0,0,0,0,0
2070,False,False,False,0,0,0,0,0,2,0
2071,True,False,True,0,1,1,0,0,0,5
2072,False,False,True,0,1,0,0,0,1,6
2073,True,False,True,0,1,0,0,0,0,6
2074,False,False,False,0,1,0,0,0,1,6
2075,False,False,True,0,1,0,0,0,1,5
2076,True,False,False,0,1,0,0,0,0,6
2077,False,False,False,0,2,0,0,0,1,4
2078,False,False,False,0,1,0,0,0,1,5
2079,False,False,False,0,2,0,0,0,1,4
2080,False,False,False,0,1,1,0,0,0,5
2081,False,False,False,0,1,0,0,0,1,5
2082,False,False,False,0,1,0,0,0,1,6
2083,True,False,True,0,2,1,0,0,0,5
2084,True,False,True,0,2,1,0,0,0,5
2085,False,False,False,0,2,0,0,0,0,4
2086,False,False,False,0,2,1,0,0,1,4
2087,False,False,False,0,2,0,0,0,1,3
2088,True,False,True,0,2,1,0,0,0,5
2089,False,False,False,0,2,0,0,0,1,5
2090,False,False,False,0,1,0,0,0,1,5
2091,False,False,True,0,0,1,0,0,2,2
2092,True,False,True,0,0,0,0,0,0,2
2093,True,False,True,0,0,1,0,0,0,0
2094,False,False,True,0,1,0,0,0,0,5
2095,False,False,False,0,1,0,0,0,1,5
2096,False,False,True,0,1,0,0,0,1,6
2097,False,False,False,0,0,1,0,0,2,0
2098,False,False,False,0,0,0,0,0,1,0
2099,False,False,False,0,1,0,0,0,1,6
2100,False,False,False,0,1,0,0,0,1,6
2101,False,False,False,0,1,0,0,0,0,5
2102,True,False,True,0,0,1,0,0,0,2
2103,True,False,True,0,0,0,0,0,0,2
2104,True,False,True,0,1,0,0,0,0,6
2105,False,True,True,0,0,0,1,0,2,2
2106,True,False,True,0,0,1,0,0,0,1
2107,True,False,True,0,1,0,0,0,0,6
2108,False,False,True,0,1,0,0,0,1,5
2109,False,False,False,0,1,1,0,0,0,6
2110,False,False,False,0,1,0,0,0,1,5
2111,False,False,True,0,1,0,0,0,1,5
2112,False,False,False,0,2,0,0,0,1,5
2113,False,False,True,0,2,0,0,0,1,4
2114,True,False,False,0,1,0,0,0,0,6
2115,True,False,True,0,2,0,0,0,0,5
2116,False,False,True,0,2,0,0,0,1,5
2117,False,False,True,1,1,0,0,0,0,6
2118,True,False,True,0,1,1,0,0,0,5
2119,False,False,True,1,1,0,0,0,0,6
2120,False,False,False,0,1,0,0,0,1,4
2121,True,False,True,0,0,1,0,0,0,2
2122,True,False,True,0,0,1,0,0,0,2
2123,False,False,False,0,2,0,0,0,1,5
2124,False,False,False,0,1,0,0,0,1,6
2125,True,False,True,0,0,1,0,0,0,2
2126,False,False,False,0,0,1,0,0,2,1
2127,False,False,False,0,0,0,0,0,2,1
2128,False,False,True,0,1,0,0,0,0,4
2129,False,False,False,0,1,0,0,0,1,5
2130,False,False,False,0,2,0,0,0,2,5
2131,False,False,False,0,1,0,0,0,0,5
2132,False,False,False,0,1,0,0,0,1,4
2133,False,False,True,0,2,0,0,0,1,5
2134,False,False,False,0,1,1,0,0,0,6
2135,False,False,False,0,1,0,0,0,1,6
2136,False,False,False,0,1,1,0,0,1,5
2137,False,False,False,0,1,0,0,0,1,5
2138,False,False,False,0,1,0,0,0,0,5
2139,True,False,True,0,1,0,0,0,0,6
2140,False,False,False,0,1,0,0,0,0,5
2141,False,False,False,0,2,0,0,0,0,5
2142,False,False,False,0,0,1,0,0,2,2
2143,False,False,False,0,0,1,0,0,2,2
2144,False,False,True,0,1,0,0,0,1,5
2145,False,False,False,0,1,1,0,0,1,6
2146,False,False,False,0,1,1,0,0,1,5
2147,False,True,False,0,0,0,1,0,2,0
2148,False,False,True,0,2,1,0,0,1,5
2149,True,False,False,0,1,0,0,0,0,6
2150,False,False,True,1,0,0,0,0,0,2
2151,False,False,True,0,0,0,0,0,0,2
2152,False,False,False,0,0,0,0,0,2,2
2153,False,False,True,0,0,1,0,0,2,2
2154,True,False,True,0,0,1,0,0,0,2
2155,False,False,False,0,0,1,0,0,1,2
2156,True,False,True,0,0,0,0,0,0,3
2157,False,False,False,0,0,1,0,0,2,3
2158,False,False,False,0,0,0,0,0,2,3
2159,False,False,True,0,0,0,0,0,2,3
2160,True,False,False,0,1,0,0,0,0,6
2161,True,False,True,0,0,1,0,0,0,3
2162,True,False,True,0,0,0,0,0,0,3
2163,False,False,False,0,0,0,0,0,2,3
2164,True,False,True,0,0,0,0,0,0,3
2165,False,False,False,0,1,0,0,0,1,6
2166,True,False,False,0,1,0,0,0,0,6
2167,False,False,False,0,2,0,0,0,1,5
2168,True,False,False,0,1,0,0,0,0,6
2169,True,False,True,0,0,1,0,0,0,1
2170,True,False,True,0,1,0,0,0,0,6
2171,False,False,False,0,1,0,0,0,1,6
2172,False,False,False,0,1,0,0,0,1,5
2173,True,False,False,0,1,0,0,0,0,6
2174,False,False,False,0,1,1,0,0,1,5
2175,True,False,True,0,1,0,0,0,0,6
2176,True,False,False,0,1,0,0,0,0,6
2177,False,False,True,0,0,0,0,0,2,1
2178,True,False,True,0,2,0,0,0,0,5
2179,False,False,False,0,1,0,0,0,1,5
2180,False,False,False,0,2,0,0,0,0,4
2181,True,False,True,0,0,1,0,0,0,0
2182,False,True,False,0,0,0,1,0,2,0
2183,True,False,True,0,1,1,0,0,0,6
2184,False,False,False,0,1,0,0,0,1,5
2185,False,False,False,0,2,0,0,0,1,5
2186,False,False,False,0,1,0,0,0,0,5
2187,False,False,True,0,1,0,0,0,1,5
2188,True,False,False,0,1,0,0,0,0,6
2189,False,False,False,0,1,1,0,0,0,5
2190,True,False,True,0,1,0,0,0,0,6
2191,True,False,False,0,1,0,0,0,0,6
2192,True,False,True,1,1,0,0,0,0,6
2193,True,False,True,0,1,1,0,0,0,6
2194,False,False,False,0,1,1,0,0,0,6
2195,False,False,False,0,1,0,0,0,0,6
2196,False,True,False,0,0,1,1,0,2,3
2197,False,False,False,0,1,0,0,0,1,6
2198,False,False,True,0,1,0,0,0,2,6
2199,False,False,False,0,1,1,0,0,1,5
2200,False,True,False,0,2,0,0,0,1,3
2201,True,False,True,1,2,0,0,0,0,3
2202,True,False,True,0,2,0,0,0,0,3
2203,False,False,False,0,1,0,0,0,1,4
2204,True,False,True,0,1,0,0,0,0,6
2205,True,False,False,1,1,0,0,0,0,6
2206,False,False,True,0,1,0,0,0,1,5
2207,False,False,True,0,0,0,0,0,2,2
2208,False,False,True,0,1,0,0,0,1,6
2209,True,False,True,0,0,0,0,0,0,3
2210,True,False,False,0,2,0,0,0,0,5
2211,False,False,False,0,1,0,0,0,0,5
2212,False,False,False,0,2,0,0,0,1,4
2213,False,False,False,0,1,0,0,0,1,5
2214,False,False,False,0,0,0,0,0,2,3
2215,False,False,True,0,2,0,0,0,1,4
